,Year,Title_English,Episodes,Popularity,Aired,Aired On,Duration,Genres,Tags,Summary,Title_Korean,Also Known As,Content Rating,Score_Votes,Score,Ranked,Watchers
146,2023,Sing My Crush (2023),8,1157,"Aug 2, 2023",Wednesday,25 min.,"['Music', 'Comedy', 'Romance', 'Youth']","['LGBTQ+', 'Band', 'High School To Working Life', 'Nice Male Lead', 'Singing', 'Adapted From A Webtoon', 'Guitarist Male Lead', 'Songwriter Male Lead', 'Musician Male Lead', 'Singer Male Lead']","After a disastrous first encounter between Ba Ram and Han Tae during their school years, the two strike up an unlikely and close friendship in the aftermath. Years later, will Ba Ram be able to keep his crush on Han Tae a secret any longer? (Source: MyDramaList) ~~ Adapted from the webtoon ""Ttarabaram"" (따라바람) by Geom Dung (검둥).",따라바람,"Follow The Wind , Ttalabaram , Ttara Baram , Следуя за ветром , 따라 바람",15+ - Teens 15 or older,10919,7.8,3465,21835
147,2023,Queen of Masks (2023),16,6988,"Apr 24, 2023 - Jun 13, 2023","Monday, Tuesday",1 hr. 20 min.,"['Thriller', 'Mystery', 'Drama', 'Melodrama']","['Emotionally Strong Female Lead', ""Best Friends' Relationship"", 'Female Centered Plot', 'Betrayed By A Friend', 'Drug Addict Female Lead', 'Lawyer Female Lead', 'Evil Female Lead', 'Illegitimate Female Lead', 'Fight For Justice', 'Flashback To Past']","Do Jae Yi is a human rights lawyer who has built up a large following on social media. She has a reputation for defending the vulnerable and victims of sexual crime. Ten years ago, she was the victim of a terrible, haunting crime. Now, she has become a veritable “queen of masks.” To most of the world, she is a paragon of justice. But behind closed doors, she is exploiting a corrupt politician. And she is secretly helping the current mayor to get out of messy situations – as part of her own plan to become the next mayor. Do Jae Yi is friends with two powerful women. The first is Joo Yoo Jung, the director of an influential arts foundation. The second is the hard-working and ambitious Yoon Hae Mi, who worked her way up from the bottom at a prestigious hotel to the position of Vice President. The three women’s former friend, Go Yoo Na feels she was betrayed by the rest of the women. She moved to the USA in a bid to start her life again. But when she returns to South Korea in search of her missing daughter, her path crosses with those of her former friends. Could revenge be in the cards when they reunite? (Source: Viki)",가면의 여왕,"Gamyeonui Yeowang , Queen of the Mask , Rainha Da Máscara , 假面女王",G - All Ages,410,7.2,8996,2104
148,2023,All the Liquors (2023),8,1315,"Mar 2, 2023 - Mar 23, 2023",Thursday,19 min.,"['Food', 'Comedy', 'Romance']","['LGBTQ+', 'Gay Romance', 'Miniseries', 'Chef Male Lead', 'Gay Male Lead', 'Short Length Series', 'Clumsy Male Lead', 'Restaurant Setting', 'Restaurateur Male Lead', 'Foodie Male Lead']","Han Ji Yu, a marketing employee at a liquor company, seeks a collaboration with Park Gi Hun, a talented chef who refuses to sell alcohol at his famous restaurant. Despite his initial rejection, Ji Yu is determined to change Gi Hun’s mind. As they navigate their differences, the two men discover love’s transformative power. (Source: MyDramaList)",주류일절,"Juryuiljeol , Liquor , No Mainstream , Todas as Bebidas , Жодного Алкоголю , Никакого Алкоголя",Not Yet Rated,10638,7.1,10612,19418
149,2023,Mokojji Kitchen 2023,5,99999,"Sep 22, 2023 - Oct 20, 2023",Friday,16 min.,"['Food', 'Romance']","['Restaurant Setting', 'Chef Male Lead', 'Chef Female Lead', 'Short Length Series', 'Miniseries', 'Web Series', 'Time Travel']","Daeryeong Suksu (Eun U), a royal chef in the Joseon Dynasty, finds a strange door one day and enters it out of curiosity... only to wake up in the center of modern Seoul. Remembering nothing, she collapses in front of 'Mokojji Kitchen' after a long time wandering. Daeryeong Suksu (Eun U) captives everyone with his culinary skills and gets hired at Mokojji Kitchen, which becomes a famous restaurant with an overflow of customers. What will happen to Daeryeong Suksu (Eun U)? (Source: mokkojikorea.com)",모꼬지 키친 2023,Mokkoji Kichin 2023,13+ - Teens 13 or older,0,0.0,99999,48
150,2023,DMZ Daeseongdong (2023),4,99999,"Mar 15, 2023 - Apr 5, 2023","Wednesday, Thursday, Saturday, Sunday",,"['Action', 'Comedy', 'Romance', 'Drama']","['Demilitarized Zone (DMZ)', 'Miniseries']",An action-comic human drama about what happens in South Korea when North Korean soldiers who win the first prize lottery of 52 billion won defect from North Korea. (Source: HanCinema),DMZ 대성동,DMZ대성동,Not Yet Rated,0,0.0,99999,180
151,2023,Like Flowers in Sand (2023),12,1206,"Dec 20, 2023 - Jan 31, 2024","Wednesday, Thursday",1 hr. 4 min.,"['Mystery', 'Comedy', 'Romance', 'Life']","['Sports', 'Young Adult Male Lead', 'Wrestling', 'First Love', 'Investigation', 'Rivalry', 'Coming Of Age', 'Competition', 'Drama', 'Friendship']","Kim Baek Du participates in the traditional Korean wrestling sport of ssireum and is a member of the ssireum team for the Geosan County Office. Baek Du was born as the youngest son of a prestigious ssireum family. In the past, he was known as a genius like ssireum wrestler, but not anymore. He is thinking about retiring from the sport altogether. One day, Baek Du meets his childhood friend O Yu Gyeong and has a turning point in his ssireum life. Yu Gyeong and Baek Du grew up together in Geosan County. She begins to work as a leader of the management team for the ssireum team, which is on the verge of disbanding. Meanwhile, they have people around them like Min Hyeon Uk, who suddenly appears in Geosan County and adjusts well to life here, and Ju Mi Ran, who is a mysterious cafe owner. There's also the new coach, Kwak Jin Su, of the ssireum team and Cho Seok Hui, who is Baek Du’s best friend and works as a police constable. (Source: AsianWiki)",모래에도 꽃이 핀다,"Come i fiori sulla sabbia , Como Flores en la Arena , Flores no Deserto , Flowers Even Bloom in the Sand , Květiny v písku , Moraeedo Kkochi Pinda , The Sand Flower , Мов квіти на піску , Цветы расцветают даже на песке , كالزهور في قلب الرمال",15+ - Teens 15 or older,7688,8.1,1862,20939
152,2023,Kitty's Confession (2023),3,99999,"Dec 17, 2023 - Jan 7, 2024",,15 min.,['Romance'],"['Short Length Series', 'Miniseries', 'Web Series']","The reality of a broken up campus couple? How can they both take a gap year and come back at the same time?! School club, campus couple, ex-boyfriend, but why am I fluttering? Because I'm nervous? Because I'm flustered? Atchoo, I think I'm gonna sneeze whenever I see you. I want to run away, but what awaits me at the end of this reunion? (Source: 1over4studio YouTube)",키티양의 고백,"Kitiyangui Gobaek , Miss Kitty's Confession",Not Yet Rated,0,0.0,99999,35
153,2023,The Kidnapping Day (2023),12,1551,"Sep 13, 2023 - Oct 25, 2023","Wednesday, Thursday",59 min.,"['Thriller', 'Mystery', 'Comedy', 'Drama']","['Black Comedy', 'Genius Female Lead', 'Teamwork', 'Kidnapping', 'Nice Male Lead', 'Adapted From A Novel', 'Investigation', 'Suspense', 'Ill Child', 'Investor Supporting Character']","Kim Myung Joon is a kind-hearted man in a tough spot, needing money for his sick daughter's surgery. Desperate, he agrees to kidnap a wealthy child, suggested by his ex-wife. While trying to abduct Choi Ro Hee, he accidentally hits her, and she loses her memory. Pretending to be her father, Kim Myung Joon takes her home, but when he tries to demand ransom, her parents' phone goes unanswered. He visits their house and discovers they've been murdered. Now, Choi Ro Hee realizes he's lying, and things spiral out of control. (Source: MyDramaList) ~~ Adapted from the novel ""Yoogweui Nal"" (유괴의 날) by Jung Hae Yeon (정해연).",유괴의 날,"Day of Kidnapping , O Dia , O Dia do Rapto , The Day , The Day of the Kidnapping , The Kidnapping Day วันลักพาตัว , Yugwaeui Nal , День похищения , يوم الاختطاف",15+ - Teens 15 or older,5686,8.6,402,16688
154,2023,Better Things (2023),3,19114,"Aug 7, 2023 - Aug 11, 2023","Monday, Wednesday, Friday",16 min.,['Sitcom'],"['Short Length Series', 'Miniseries', 'Web Series']","Comprised of 3 episodes, the sitcom follows the story of four girls living together in a share house, where every day is full of fun and laughter. (Source: TheTVDb)",Better Things,"aespa 에스파 'Better Things' Sitcom , Better Things: aespa's House",Not Yet Rated,113,7.9,15723,321
155,2023,The Good Bad Mother (2023),14,150,"Apr 26, 2023 - Jun 8, 2023","Wednesday, Thursday",1 hr. 10 min.,"['Comedy', 'Life', 'Drama', 'Family']","['Mother-Son Relationship', 'Village Setting', 'Death Of A Husband', 'Mean Parent', 'Abusive Parent', 'Age Regression', 'Determined Female Lead', 'Controlling Parent', 'Farmer Female Lead', 'Foreigner Supporting Character']","Young Soon is a single mother and pig farmer who raised her son Kang Ho alone. Despite her love for him, her strict parenting caused Kang Ho to view her as a bad mother. As an adult, Kang Ho became a cold-hearted prosecutor and kept his distance from his mother. However, an unexpected accident caused him to return to his hometown and start over with Young Soon. Kang Ho's childhood friend Mi Joo, known for her warm heart and strong sense of justice, also reconnected with him after his accident, leading to a transformative experience for her. (Source: CK Warrior at MyDramaList)",나쁜엄마,"Bad Mom , Bad Mother , Dobrá špatná matka , Nappeun Eomma , Una pessima madre ideale , Плохая мать , أم صالحة وقاسية , แม่ดี แม่ร้าย",15+ - Teens 15 or older,48620,8.9,109,90431
156,2023,Vigilante (2023),8,285,"Nov 8, 2023 - Nov 29, 2023",Wednesday,44 min.,"['Action', 'Thriller', 'Psychological', 'Crime']","['Investigation', 'Dark Fiction', 'Vigilante Male Lead', 'Police Officer Male Lead', 'Morally Ambiguous Male Lead', 'Reporter Female Lead', 'Death', 'Murder', 'Double Identity', 'Police Academy']","Kim Ji Yong, whose mother was murdered by a man who received only three and a half years in prison, takes justice into his own hands. Now an adult, he punishes criminals with lenient sentences while maintaining a facade as a model student at the police university. Known as Vigilante, he gets help from Cho Gang Ok while Detective Cho Heon relentlessly pursues him. (Source: MyDramaList) ~~ Adapted from a webtoon ""Vigilante"" ( 비질란테) written by CRG and illustrated by Kim Gyu Sam (김규삼) ~~ Release dates: October 5, 2023 (Festival) || November 8, 2023 (Online)",비질란테,"Bijillante , Вартівник , Линчеватель",18+ Restricted (violence & profanity),27804,8.5,487,60521
157,2023,Gyeongseong Creature (2023),10,223,"Dec 22, 2023 - Jan 5, 2024",Friday,1 hr. 10 min.,"['Action', 'Thriller', 'Historical', 'Sci-Fi']","['1940s', 'Slight Romance', 'Monster', 'Human Experimentation', 'Japanese Colonial Rule', 'Mystery', 'Suspense', 'Hospital Setting', 'Brave Male Lead', 'Fierce Female Lead']","Jang Tae Sang, a charming and resourceful man in Bukchon, Gyeongseong, enjoys his comfortable life until he crosses paths with Yoon Chae Ok, a skilled todugun known for finding missing people. Chae Ok, hardened by a tough childhood traveling through Manchuria and Shanghai, arrives in Gyeongseong searching for her mother, who disappeared a decade ago. Together, they tackle puzzling missing person cases that reveal a chilling truth, pushing Tae Sang to question his values and Chae Ok to confront her past. (Source: MyDramaList)",경성크리처,"Gyeongseong Creature Part 1 , Gyeongseong Keuricheo , Hard Creature , K Peurojekteu , K Project , Kyungsung Creature , K프로젝트",15+ - Teens 15 or older,30511,8.4,792,69183
158,2023,Dr. Romantic Season 3 (2023),16,395,"Apr 28, 2023 - Jun 17, 2023","Friday, Saturday",1 hr. 10 min.,"['Romance', 'Drama', 'Medical']","['Hospital Setting', 'Teamwork', 'Genius Male Lead', 'Surgeon Male Lead', 'Neurosurgeon Male Lead', 'Hospital Director Male Lead', 'Doctor Female Lead', 'Doctor Male Lead', 'Hardworking Male Lead', 'Hardworking Female Lead']","At Doldam Hospital, Dr. Kim Sa Bu and his team are committed to saving lives. After three years, a state-of-the-art trauma centre is set to open, equipped with the latest in medical technology. Prior to the centre's official opening, however, a crisis unfolds on a North Korean ship that's drifted into South Korean waters. Doctors from Doldam Hospital fly out to help the critically injured aboard the ship. However, the patients need to be transported to the hospital. To complicate matters, the South Korean government wants the North Korean patients returned to their country as part of diplomatic efforts with their neighbouring country. Amidst the chaos, Cha Jin Man—the father of Cha Eun Jae and a former rival of Dr. Kim Sa Bu—is brought on board to run the new trauma centre. (Source: AsianWiki; edited by MyDramaList)",낭만닥터 김사부 시즌3,"Doctor Romantic 3 , Dr. Romantic 3 , Nangmandakteo Kimsaboo 3 , Romantic Doctor Kim 3 , Romantic Doctor, Teacher Kim 3 , 낭만닥터 김사부3",15+ - Teens 15 or older,21510,8.9,117,49125
159,2023,A Shoulder to Cry On (2023),7,431,"Mar 15, 2023 - Mar 29, 2023","Tuesday, Wednesday",30 min.,"['Psychological', 'Romance', 'Youth', 'Drama']","['LGBTQ+', 'Love/Hate Relationship', 'Gay Romance', 'Age Gap [Real Life]', 'Teenager Male Lead', 'Archery', 'Miniseries', 'Student Male Lead', 'School Setting', 'High School']","Lee Da Yeol, an outsider at school, finds solace in the archery club, where his skills have earned him a scholarship. His quiet life is disrupted when a misunderstanding with popular student Cho Tae Hyeon puts his scholarship at risk. Tae Hyeon falsely claims Da Yeol tried to make out with him, and despite Da Yeol’s efforts to clear his name, the rumors persist. Tae Hyeon enjoys tormenting Da Yeol, following him everywhere, and though Da Yeol despises him, he starts to question his growing feelings for the boy, wondering where hate ends and love begins. (Source: MyDramaList) ~~ Adapted from the manhwa ""A Shoulder to Cry On"" (소년을 위로해줘) by Dong Mul (동물).",소년을 위로해줘,"A Shoulder to Cry On ไหล่นาย = ที่พักใจของฉัน , Comfort the Boy , Sonyeoneul Wilohaejwo , Sonyeoneulwilohaejwo , Um Ombro Onde Chorar , Плечо, чтобы поплакаться , 소년을위로해줘",15+ - Teens 15 or older,26495,7.6,5522,46892
160,2023,"Even If It's Money Money, Park U Ju (2023)",12,99999,"Apr 7, 2023 - Jan 5, 2024",,3 min.,"['Business', 'Comedy']","['Short Length Series', 'Web Series']",,머니머니해도 박우주,"Even If It's Money Money, Park Woo Joo , Meoni Meoni Haedo Park U Ju",Not Yet Rated,0,0.0,99999,9
161,2023,The Uncanny Counter Season 2: Counter Punch (2023),12,269,"Jul 29, 2023 - Sep 3, 2023","Saturday, Sunday",1 hr. 10 min.,"['Action', 'Mystery', 'Comedy', 'Supernatural']","['Dark Fantasy', 'Fantasy', 'Evil Spirit', 'Drama', 'Friendship', 'Slasher Film', 'Noir', 'Adapted From A Webtoon', 'Thriller', 'Suspense']",Evil spirits from the afterlife arrive on Earth in search of an immortal existence. The story follows a group of counters who are tasked with catching these malevolent entities. (Source: whats-on-netflix.com),경이로운 소문 시즌2: 카운터 펀치,"Kyeongirowoon Somoon 2 Kaunteo Peonchi , The Uncanny Counter 2 , The Uncanny Counter 2: Counter Punch , 경이로운 소문2: 카운터 펀치",15+ - Teens 15 or older,30027,8.4,775,62333
